"DESCRIPTION"	"SKILL"	"SKILL_ACTIVE"
"RH WING L.E SKIN WAS CRACK AT WS 320"	"STR"	"STR"
"MMR#1 FAULT"	"EA"	"EA"
"Section 43, STA500B~STA500E - Cabin Floo"	"CBN,WSSR"	"CBN"
"SMALL DENT ON THE INSIDE OF LUG BIN (LH SIDE - 3,4 ABC)"	"WSCN"	"WSCN"
"SMALL DENT ON THE INSIDE OF LUG BIN (LH SIDE - 15 ABC)"	"WSCN"	"WSCN"
"SMALL DENT ON THE INSIDE OF LUG BIN (LH SIDE - 22,23 ABC)"	"WSCN"	"WSCN"
"LH WING LEADING EDGE NEAR PYLON 2 SKIN C"	"AP,STR,WSST"	"AP"
"ACM #3 PNEUMATIC DUCT LEACK"	"EA"	"EA"
"VELCRO STOWAGE TABLE 72 J DISBOND"	"WSSS"	"WSSS"
"PYLON#4 RH T/E DOOR SOME PLACARDS TEAR O"	"WSPT"	"WSPT"
"VERSTAB ACCESS PANEL NEED RESEALANT AFTE"	"AP,WSPT"	"AP"
"CAPT AND F/O FOOT REST ANTI SLIP EROSION"	"WSPT"	"WSPT"
"ENG#4 RH T/R LATCH ACCESS DOOR CHAFE"	"AP,WSNC,WSST"	"AP"
"FLOOR PANEL STA 1264-1300 4LH WERE DENT"	"CBN,WSST"	"CBN"
"RH WING L/E #17 #18 BONDING BROKE"	"AP"	"AP"
"ALL ARROUND COVER FILTER OF INSIDE LAVAT"	"WSCB,WSSS"	"WSCB"
"LH HORIZONTAL STABILIZER LOWER SURFACE P"	"WSPT"	"WSPT"
"OVER PRESS SWITCH TAKEN FOR BAG P/N 211C"	"EA,NA"	"EA"
"RH WING INB FLAP MOV CANNOE #5 OUTER SID"	"WSPT,WSST"	"WSPT"
"FWD CARGO LH BULKHEAD PANEL HAS DEMAGE"	"WSPT,WSSR"	"WSSR"
"LH ELEVATOR SERVOCONTROL SYSTEM BLUE OUT"	"AP"	"AP"
"SOME OF PAX SEAT LATCH TABLE LOOSE POS 4C, 5AC, 2B, 3AB, 1BC, 9AB, 6A,7C, 17BC, 18ABC, 15ABC, 16BC, 14B, 24AC, 21ABC, 22AC, 30B, 29AB, 28C,27ABC, 25A, 4D, 5"	"WSSE"	"WSSE"
"PUSH BUTTON UNPROPER POS 8F, 28D"	"WSSE"	"WSSE"
"ALL TABLE PLACARDS NEED REPLACE DUE TO T"	"WSPT,WSSE"	"WSSE"
"VERTICAL FIN LEADING EDGE PAINT PEEL OFF"	"WSPT"	"WSPT"
"ALL L/G TIRES PRESSURE MARKER BAD CONDIT"	"AP,WSPT"	"AP"
"CURTAIN POST UD DIRTY"	"CBN"	"CBN"
"AFT CABIN FLOOR BEAM -Y1732 BTW FR 67-68"	"AP,NA,STR,WSPT,WSST"	"STR"
"POTABLE WATER SERVICE PANEL ON SELECTOR"	"AP"	"AP"
"LH AFT PAX ENTRY DOOR BONDING CABLE TORN"	"EA"	"EA"
"LESSOR FINDING: WASTE BIN IN FWD LAVATOR"	"CBN,WSCB,WSSR"	"CBN"
"LESSOR FINDING: FWD GALLEY MANY BUMPER S"	"CBN"	"CBN"
"LESSOR FINDING F/O Windshield has bubbling in top area."	"CBN"	"CBN"
"ALL RUDDER STATIC WICKS ARE DAMAGED"	"EA"	"EA"
"LESSOR FINDING FWD Galley Signs of corro"	"CBN"	"CBN"
"LESSOR FINDING Multiple Dents on Duct Starter - Pnuematic"	"AP"	"AP"
"SOCKET ON LAVATORY A FOUND BROKEN"	"CBN"	"CBN"
"SCREWS COCKPIT PANEL CEILING ENTRANCE NO"	"CBN"	
"ENG #2 IDG ACCESS PANEL OVERPLAY"	"AP"	
"APU DOOR SKIN CUTOUT FASTENER DEPRESSED("	"AP,WSNC,WSPT,WSSR"	"WSSR"
"EXTERNAL FUSELAGE SKIN BTW STA 1006-1016"	"STR,WSNC,WSPT"	"WSPT"
"LH WING UPPER SURFACE PANEL 511BB , 511C"	"STR"	"STR"
"PAX SEAT RACE WAY BROKEN"	"CBN"	"CBN"
"ALL DOOR MOUNTED OUTER PANE SCRATCH"	"CBN,WSCB"	"CBN"
"ARM REST BRACKET POS. EMERGENCY EXIT DOO"	"WSSE"	"CBN"
"AFT CARGO FLOOR NO#3 BAD CONDITION"	"AP,NA,STR,WSPT"	"STR"
"WINDOW 2 RH HARD TO CLOSE"	"CBN"	"CBN"
"ROLLER SHADE WINDOW#3 LH AND RH TEAR OFF"	"CBN"	"EA"
"RH HORSTAB LOWER SURFACE CRACKED AT STAB"	"NA,STR,WSNC,WSPT"	"NA"
"PYLON#1 SCREW BROKEN 60 EA AND WASHER NO"	"AP"	"AP"
"AFT CABIN COMPARTMEN WEB BTW STA 1006-10"	"STR,WSNC"	"EA"
"AIR OUTLET VALVE CONTROL CABLE HAS DIRTY"	"EA"	"EA"
"RH INBD AFT FLAP PROGRAMMING TRACK ANGLE"	"WSPT,WSSR"	"EA"
"LH HORSTAB CENTER SECTION FRONT SPAR LOW"	"AP,STR,WSPT,WSST"	"EA"
"EXT SKIN LH AFT AUTOMATIC EXIT SCRATCH"	"STR,WSNC,WSPT"	"EA"
"LH WING TANK PANEL FASTENERS CORROSION"	"AP,EA"	"AP"
"OUTER SURFACE LUGBIN DENT AND BUBBLE POS"	"WSCB,WSSS"	"WSCB"
"NUMEROUS FLOOR PANEL NEED RESEALANT"	"STR"	"EA"
"LH WING TANK PANEL #15 ORING SEAL HAS PE"	"AP,STR"	"EA"
"FOAM PANEL UPPER 2ND OBS MASK LOOSE"	"CBN"	"CBN"
"PAD RH SLIDING WINDOW NOT PROPER INSTALL"	"CBN"	"CBN"
"LH WING SPOILER #5 TEFLON RIVETS NOT INS"	"STR"	"STR"
"PAX WINDOW OUTTERPANE SCRATCH POS 41RH,"	"CBN,WSCB"	"CBN"
"EXT FUSELGAE UNDER DORSAL FIN BTW FR.70"	"STR"	"EA"
"RH HORSTAB LOWER SURFACE BTW STAB STA 10"	"NA,STR,WSNC,WSPT"	"EA"
"UPPER AILERON PCU HAS LEAK"	"AP"	"EA"
"RH FUSELAGE FR 58 - 66 STR 22 - 26 PAINT"	"WSPT"	"WSPT"
"RH WING TANK HOLES CUT OUT AREA WAS DIRT"	"AP"	"EA"
"AFT CARGO ROLLER TRACK NO 28 CORROSION"	"AP,STR,WSNC"	"AP"
"AFT CARGO LOWER SURFACE Y GUIDE LATCH LI"	"STR,WSNC"	"STR"
"SOME OFF SEAT RACK COVER CRACK"	"CBN"	"EA"
"ALL INNER WINDOW ACOUSTIC FOUND DIRTY"	"CBN"	"EA"
"REFF TO ASDCS SEQ.66 LH WHEELWELL VAPOUR WEB BARRIER TEMPORARY REPAIR"	"WSPT,WSSR"	"WSPT"
"FWD GALLEY SINK NOISY (SEEM DRAIN VALVE STUCK IN OPEN POSITION)"	"CBN"	"EA"
"SEAT 1 ABC CEILING PANEL SEAL DROP OFF"	"CBN"	"EA"
"RH WING LOWER SURFACE GAP SEAL INBD SIDE"	"STR,WSPT"	"EA"
"B/C SEAT TABLE PN: FJEQ111FR220-01 SN: 2"	"WSSS"	"WSSS"
"ATTD SEAT AFT GALLEY LH, ALL SEAT COVER WAS DIRTY"	"WSSW"	"WSSW"
"ATTD SEAT AFT GALLEY LH, SEAT BELT WAS FRAYING"	"WSSS"	"WSSS"
"ATTD SEAT DOOR 2RH, RUBBER SEAL BACKFRAME WAS TORN"	"WSSS"	"WSSS"
"ENG 4 RH TR CASCADE CHAFFING POS 2 FROM LOWER"	"STR,WSST"	"STR"
"MLG WHEEL DEEP CUT AT NO #4 #6 #8"	"AP"	"AP"
"REF CML C29 PASSENGER SEAT BELT POST 30C TAKEN FOR SUPPORT PK-GLP PN 2006-1-511-8053 SN 2006-4-511-8053"	"CBN"	"CBN"
"BATTERY #2 P/N :2758 S/N :201805786 WEAK NEED SEND TO SHOP"	"EA,WS Battery,WSEM,WSUB"	"EA"
"LH SPOILER 3 OUTBOARD HINGE BONDING BROKEN 1 EA"	"EA"	"EA"
"P2 STANDBY(EMERGENCY) LIGHT NOT ILLUMINATE"	"EA"	"EA"
"P6 CIRCUIT BREAKER NOMENCLATURE LIGHT NOT ILLUMINATE"	"EA"	"EA"
"REFF ATL NO 00248 EPRL FLAG APPEARS SEVERAL TIMES"	"EA"	"EA"
"REFF ATL NO 00248 ENG #4 BEARING FAILURE LIGHT FLICKERING DURING T/O ROLLCHECK VOLT AND FREQ NORMAL"	"AP,EA"	"EA"
"FWD BELLY FAIRING 191DB PANEL ERRODED"	"WSPT,WSSR"	"WSSR"
"EXT F/L SKIN BTW FR 58-59 STR 36L-38L PAINT DAMAGE"	"STR"	"STR"
"REF CDI SHROUD LAV D , E, AND A WAS PEEL OFF"	"CBN,WSCN,WSSS"	"CBN"
"FOUND LH AND RH WATER DRAIN VALVE HEAVY DIRTY"	"AP"	"AP"
"PLASTIC TIE BRACKET OF F.O CREW OXYGEN MASK BROKEN"	"CBN"	"CBN"
"BULB AREA LIGHT ON GALLEY WERE BURN OUT, NEED BULB P/N: 1864 QTY:2EA"	"CBN"	"CBN"
"OXYGEN MASK POB POST GALLEY 7 EXPIRED 11 OCT 2021"	"CBN"	"CBN"
"EDP SOLENOID ENG#2 TAKEN FOR VP-CEG"	"EA"	"EA"
"LH WING INBOARD AFT FLAP HIREX OF ACORDEON WEAR"	"AP,WSST"	"AP"
"DOOR DAMPER 2LH NOT DAMPING"	"CBN"	"CBN"
"ENG #2 L/H C-DUCT ACTUATOR FLX HOSE CUT"	"AP"	"AP"
"SOME OF SEATBELT PASSENGER BAD CONDITION"	"WSSS"	"WSSS"
"AFT CARGO SIDE WALL PANEL 152 EW BROKEN"	"WSPT,WSST"	"WSPT"
"CARGO STUD NUMBER 11 BROKEN 60 EA"	"AP"	"AP"
"ALL SCREW RETAINER GALLEY CORROSION"	"CBN"	"CBN"
"OVEN WITH PN 72067750 SN 0784 INSERT NUT"	"CBN"	"EA"
"LH WING LOWER SURFACE BETWEEN RIB 37 & 3"	"NA,STR,WSNC,WSPT,WSST"	"NA"
"SKIN CORROSION AT INNER BOX OF AFT CARGO"	"AP,NA,STR,WSNC,WSPT"	"AP"
"THS COMPARTMENT FLOOR PANEL DELAMINATION"	"WSPT,WSST"	"WSPT"
"FLOOR SUPPORT OF BULK CARGO CORROSION AT"	"NA"	"NA"
"AFT CARGO SIDE WALL 151KW BROKEN"	"WSPT,WSST"	"WSPT"
"AFT CARGO PARTITION 151AW BROKEN"	"WSPT,WSST"	"WSPT"
"BLANKET AT L/H PACK OUTLET DUCT WAS BROK"	"EA"	"EA"
"SEAT TRACK HAS CORROSION BETWEEN FR 74-7"	"NA"	"NA"
"TEE ASSY CRACK 2 EA 1 EA GALLEY 6 UNPROP"	"CBN"	"CBN"
"AFT CARGO BALL MATE PNL 151SF BROKEN"	"WSPT,WSST"	"WSPT"
"LH WING TANK PANEL 541 EB O-RING , GASKE"	"AP,STR"	"AP"
"BULK CARGO NET DOOR TYPE B TERPAULINE TE"	"AP,WSSW"	"AP"
"DOOR JUMP #1 LH DOOR FOUND CORROSION"	"STR"	"STR"
"(POTABLE WATER)SCREW NIPPLE CORROSION"	"CBN"	"CBN"
"FLOOR PANEL FIN. 262 PF DELAMINATE AND S"	"WSST"	"WSST"
"SPLICE WING FITTING TO FUSELAGE CRACK AT LOWER CENTER WING BOX RIB 1 RHSIDE AND FR 40 EN6115V3X8:I9005"	"AP,NA,STR,WSNC,WSPT"	"AP"
"LH I/B FLAP HAS DELAMINATION AT LOWER SK"	"WSPT,WSST"	"WSPT"
"LH WING BETWEEN RIB 2 & RIB 3 REAR SPAR"	"STR"	"STR"
"AFT CARGO INSULATION BLANKET P/N F2581584900000 HAS TEAR OFF"	"AP"	"AP"
"RECEPTACLE OF SIDE WALL BRACKET CORROSIO"	"STR"	"STR"
"RH ENG O/B T/R MID ACTUATOR LEAK"	"AP"	"AP"
"LH ENG O/B T/R LOWER ACTUATOR LEAK"	"AP"	"AP"
"LH OUTBOARD AFT FLAP UPPER SURFACE DISBO"	"AP,WSNC,WSPT,WSSR"	"AP"
"C CLASS SEAT POST ESCUTCHEON SCRATCH"	"WSSS"	"WSSS"
"RH AILERON BALANCE FOUND BOLT NOT PROPER"	"AP"	"AP"
"ALL OF GALLEY DOOR LOCK LATCH INDICATION"	"CBN,WSPT,WSSS"	"CBN"
"ALL OF DOOR PLACARD BAD CONDITION"	"CBN,WSPT"	"CBN"
"REPAINT ALL TROLLEY WITH RED COLOR"	"CBN"	"CBN"
"WASTE TANK SUPPORT CORROSION AT FR74,STR"	"AP,STR"	"AP"
"FWD CARGO E COMPARTMENT FLOOR 122JF STUD MISSING 2EA"	"AP"	"AP"
"LH WING SPOILER NO. 3 UPPER SURFACE MULT"	"AP,WSNC,WSPT,WSSR"	"AP"
"AFT PAX DOOR RH SIDE UPPER BRACKET CORROSION"	"STR,WSPT"	"STR"
"ENG #2 IDG ACCESS DOOR WAS OVERPLAY"	"AP"	"AP"
"ESCAPE SLIDE NEED HYDROSTATIC TEST PN:5A"	"CBN"	"CBN"
"PAN FLOOR L34 BROKE"	"CBN,WSCB,WSSS"	"CBN"
"RH MLG BRAKE METERING VALVE LEAK"	"AP"	"AP"
"FLANGE TOILET LIQUID LEVEL TRANSMITTER B"	"CBN"	"CBN"
"RH WING WATER DRAIN VALVE NO 1&3 LEAK"	"AP"	"AP"
"FWD CARGO RH SIDE WALL #3 BAD CONDITION"	"AP,STR"	"AP"
"FUSELAGE SKIN AROUND BILGE DRAIN BETWEEN"	"STR,WSNC"	"STR"
"FIX FAIRING #2 FWD SIDE PAINT PEEL OFF"	"WSPT"	"WSPT"
"LH FLAP TRACK #4 BONDING HAS TEAR"	"AP,EA"	"AP"
"ARMREST PEEL OFF POS 3A,7A,8A,10F,17A,18"	"WSSE"	"WSSE"
"LH WING MOVABLE FAIRING #3 COVER 532 CL O/B SIDE HELICOIL LOOSE"	"WSST"	"WSST"
"SIDEWALL PANEL FOUND AIR BUBBLE POS. Z.B"	"CBN,WSCB"	"CBN"
"RH STATIC DISCHARGE BROKEN 1 EA"	"EA"	"EA"
"THE AFT SVC.DOOR LINING PAINT HAS DISCOL"	"CBN,WSCN,WSSS"	"CBN"
"THE AFT GALLEY WASTE COMPT FLAPER HAS WE"	"CBN"	"CBN"
"THE AFT GALLEY COMPT.LOWER TRIM PLATE HA"	"CBN,WSST"	"CBN"
"RH & LH HORSTAB TIPS PAINT PEEL OFF"	"WSPT"	"WSPT"
"LH ELEVATOR TAB PANEL HAS EROSION"	"WSPT,WSSR"	"WSPT"
"BULK CARGO FLOOR NEED RESEALING"	"STR"	"STR"
"FWD CARGO ROLLER TRACK NO 5 CORROSION"	"AP,NA,STR"	"AP"
"FWD CARGO DOOR OPERATION PANEL 122 CR FO"	"AP"	"AP"
"FLASH LIGHT F/O BATTERY WEAK"	"CBN"	"CBN"
"PAINT EROSION AT PANEL 191RB FWD EDGE"	"WSPT"	"WSPT"
"UPPER JACK NEED RESEALANT"	"STR"	"STR"
"REFF ADD 1912966 - L54 PUSH DECAL FADED"	"CBN"	"CBN"
"NUMEROUS COVER SEAT NUMBERING WET"	"CBN"	"CBN"
"FWD E/E COMPARTMENT FLOOR SUPPORT FRAME"	"STR"	"STR"
"RISER VALVE POST FWD CARGO RH SIDE U/SS/N: 659P/N: E69011"	"CBN"	"CBN"
"AFT CARGO DOOR LINING FOUND DELAMINATION AFT SIDE"	"AP,WSPT,WSST"	"AP"
"AFT CARGO PDU 1401MY221 INTERMITTENT"	"AP"	"AP"
"LOWER PACK BOARD ESCAPE SLIDE WAS DIRTY"	"CBN,WSSS"	"CBN"
"L/H HORSTAB L/E PANEL NEED RESEAL AT SEVERAL PLACE"	"STR"	"STR"
"PISTON TYPE DRAIN VALVE HAS BROKEN 6 EA"	"AP"	"AP"
"GEN 12 LAVATORY A, A/C AIR FLOW DAMAGE"	"WSCN"	"WSCN"
"ALL OF SIDE FAIRING DISCOLOUR"	"WSSE"	"WSSE"
"LH WING SLAT PNL SOME FASTENERS WORN OUT"	"AP"	"AP"
"RH WING SLAT#4 O/B AFT SIDE RUBBER SEAL"	"AP"	"AP"
"BEARING 2 EA HAS OVERPLAY AT LH PYLON AF"	"AP,WSST"	"AP"
"BULK CARGO SIDEWALL PANEL 162 DW PUNCTUR"	"AP,WSPT,WSST"	"AP"
"BULK CARGO FLOOR PANEL 162 BF PUNCTURE"	"AP,WSPT,WSST"	"AP"
"AFT NTF WET AREA BAD CONDITION"	"CBN"	"CBN"
"BULK CARGO FLOOR PANEL 162 DF PUNCTURE"	"AP,WSST"	"AP"
"RH WING O/B AILERON PCP ACCESS PANEL 691"	"AP"	"AP"
"LH WING L/G W/W RUBBER SEAL NOT PROPER I"	"AP"	"AP"
"RH WING O/B MID FLAP UPPER SURFACE PAINT"	"WSPT"	"WSPT"
"ENG#2 RH T/R LATCH ACCESS PRESSURE RELIE"	"WSPT"	"WSPT"
"FWD CARGO PARTITION STA 800-840 RH TEAR"	"AP,WSSW"	"AP"
"BULK CARGO DOOR SPRING BALANCE NOT INSTALL 1EA"	"AP"	"AP"
"RH WING OVERHANG FIX T/E UPPER SURFACE BTW RIB 5-6 CORRODED"	"AP,STR,WSNC,WSPT"	"STR"
"NLG LH WHEEL DEEP CUT"	"AP,EA"	"AP"
"REF TO BDD NO. 2759220 BDD 38E OVHD BIN DOOR SCRATCHES."	"WSSS"	"WSSS"
"LAVATORY A OUTSIDE (AFT FACING) LAMINATE PEEL OFF"	"WSCN"	"CBN"
"SIDEWALL 1 RH FOUND HAVE DIFFERENT LAMINATE"	"CBN,WSCN"	"CBN"
"HF-2 TUNING MORE THAN 12 SECONDS AND STILL ALL THE TIME"	"EA"	"EA"
"GRILL SMOKE DETECTOR LAVATORY E CRACK"	"CBN"	"CBN"
"REF AML SEQ 85 RH OFFWING ESCAPE SLIDE FOR SUPPORT PK-GQS"	"CBN"	"CBN"
"REF AML SEQ 86 LH NAV LIGHT ASSY FOR SUPPORT PK-GLK"	"EA"	"EA"
"LAMINATE L62 LAMINATE WALL UPPER ENTRY DOOR RESIN ATTACK"	"WSCB"	"WSCB"
"NUT COUPLING CABLE AT LH ACM AREA (5 EA) ARE LOOSEN"	"EA"	"EA"
"ATA 335138 CLASS 1 EPSU(17WL) DOOR4/DEU B (300RH7)"	"CBN"	"CBN"
"VERSTAB L/E BTW RIB 5-6 DENTED"	"AP,WSSR"	"AP"
"LESSOR FINDING - VSTAB TE ACCESS HOLE COVERS ARE ALL TORN"	"AP"	"AP"
"EXTERNAL LOWER FUSELAGE SKIN CORROSION BTW STA 500G - STA 500H STR 28L-STR 28R"	"AP,STR,WSNC,WSPT"	"EA"
"LAMINATE PARTITION WAS PEEL OFF POST DOOR 2 LH"	"CBN,WSCB"	"EA"
"FAIRING AFT LH LAV FOUND DENT"	"WSCN"	"EA"
"AFT CARGO DOOR BLANKET TORN"	"AP,WSCN"	"EA"
"FIREX COCKPIT WILL BE EXPIRED 21 DEC 202"	"CBN"	"EA"
"LH WING OUTBOARD FLAP LOWER SURFACE BTW RIB 2 - RIB 3 DENT"	"WSNC,WSPT,WSSR"	"WSSR"
"LH AND RH BODY FAIRING NEED PAINTING AFT"	"WSPT"	"EA"
"FOUND GREEN CRYSTALIZED SAND INSIDE ENG"	"AP"	"EA"
"ENG #2 ESN V15738 PRESSURE REGULATOR BLEED VALVE REMOVE FOR ENG SENT TO OEM"	"AP"	"AP"
"ENG #2 ESN V15738 IDG REMOVE FOR ENG SENT TO OEM"	"AP"	"AP"
"FWD CARGO DOOR LOCKING VIEW INDICATION GLASS-SIGHT HAS BLUR"	"AP"	"AP"
"ENG #2 ESN V15738 DUCT ASSEMBLY LOWER REMOVE FOR ENG SENT TO OEM"	"AP"	"AP"
"ICE DRAWER SLIDE ASSY AT GALLEY 5 BROKEN 1EA"	"CBN"	"CBN"
"ENG #1 CNA RIVET HAS LOOSE AT LOWER SIDE"	"WSSR"	"STR"
"RH ENGINE ALL FAN BLADE L/E EROSION"	"AP"	"AP"
"PHY-014 RADIO ALTIMETER ANTENNA#1 (6SA1) PAINT PEELOFF"	"EA"	"EA"
"LAV E PAN FLOOR PAINT DISCOLOURATION"	"WSCB,WSSS"	"WSCB"
"FWD CARGO DOOR BLANKET TORN"	"WSCN"	"EA"
"FINDING LESSOR: PLEASE CLEAN FWD CARGO D"	"AP"	"EA"
"LH FWD BELLY FAIRING AT FR.34,STGR 31LH ON SMALL ANGLE CRACK"	"STR"	"STR"
"MD center guide . 3 lever broke"	"AP"	"EA"
"REFF TEST FLIGHT CHECK LIST BRAKE TEMP MULTIPLE U/S SENSORS"	"EA"	"EA"
"RUBBER CAP OVHD BIN MISSING"	"CBN"	"CBN"
"SEAL RUBBER ON PSU INSTALLATION BROKEN"	"CBN"	"CBN"
"SERVICE LIGHT AT APU COMPARTMENT NOT ILLUMINATE 1EA"	"EA"	"EA"
"LH RAM AIR DOOR INLET PAINT PEEL OFF"	"WSPT"	"EA"
"AFTER CHECK FLOW BLINKER AT CREW MASK REGULATOR NOT BECOME BLACK"	"CBN"	"EA"
"CARPET ON KICKSTRIP CREW REST U/D NOT INSTALL (PART CSP)"	"WSSW"	"WSSW"
"AFT CARGO SIDEWALL LH#1 HAS TEAR OFF"	"AP,STR"	"AP"
"LH WING REFUELING DOOR PANEL PEEL OFF"	"WSPT"	"WSPT"
"CABIN FLOOR FOUND SCRATCH (E5367151100000 A)"	"CBN,WSSR"	"EA"
"LH WING UPPER SURFACE LE EROSSION FROM PYLON #1 TO PYLON #2"	"WSPT,WSST"	"WSPT"
"JOYSTICK FWD CARGO LOADING SYSTEM TAKEN FOR PK-GPA REF AML SEQ. 87"	"EA"	"EA"
"SEAT INSTRUSION CONTROL BLOCK PLATE AT LOWER EMERGENCY EXIT DOOR LINING WAS PEELOFF"	"CBN,WSCN,WSSS"	"CBN"
"R/H WING VARIABLE CHAMBER LIPS SEAL NO 26A TEAR OFF"	"WSST"	"WSST"
"LH WING MOVEABLE FAIRING #2 SUPPORT ROD OVERPLAY"	"AP"	"AP"
"LESSOR FINDING: ALL PLACARDS PER AMM AND IPC INTERNAL AND EXTERNAL,SHOULD BE PRESENT,VISIBLE, UNDAMAGED AND SUFFICIENTLY ADHERED"	"CBN,WSPT"	"AP"
"LESSOR FINDING: HAVE ALL SIGNS, TAGS, AND DECAL CLEAN, SECURE AND LEGIBLE"	"AP"	"AP"
"RH WING O/B FORE FLAP L/E DELAMINATION"	"WSPT,WSST"	"WSPT"
"ATTD FWD I/B ALL SEAT COVER NOT OROGINAL"	"WSSS"	"EA"
"RH EMERGENCY DOOR LOWER FRAME CORRODED"	"STR"	"STR"
"R/H WING OUTBOARD FLAP, MOVABLE FAIRING #7, FORWARD LINK OVERPLAY"	"AP,WSST"	"AP"
"DISPLAY ELECTRONICS UNIT (P/N: 4081600-940 S/N: 33784044) NEED SENT TOSHOP FORRECERTIFICATION"	"EA"	"EA"
"LESSOR FINDING: ENG #1 RH FAN COWLING FWD LIPS ERODED"	"AP"	"STR"
"LH WING T/E BETWEEN WS 1551.250 TO WING TIP SKIN UPPER SURFACECONDUCTING STRIPSUSPECT CORROSION"	"WSPT,WSST"	"WSST"
"FWD CARGO SUPPORT BRACKET STA 560 RH CRACK"	"STR"	"EA"
"LESSOR FINDING: ENG #1 LH TR C-DUCT HEATSHIELD CONDITION MOST OF PUNCTURE, DENT,SCRATCH, SEAL DAMAGE, SEALANT DAMAGE OR MISSING, NICK, HEAT MARKS IN UPPER AREA"	"AP,WSSR"	"STR"
"FWD CARGO BALL TRF PANEL STA 600 - 660 RH1 PAINT PEEL OFF"	"AP,WSPT"	"AP"
"COCKPIT FLAPPER SLIDING TABLE WAS BROKEN AND MOUND ASSY MISSING 2 EA"	"CBN"	"EA"
"LESSOR FINDING: FWD CARGO GUARD ASSY PANEL SMOKE DETECTION FOUNDBENDING/PRESSED CONDITION"	"AP,WSSR"	"EA"
"CEILLING PANEL STA 380-440 LH WAS DENT"	"CBN,WSCB,WSPT,WSST"	"CBN"
"CENTER TANK VAPOUR SEAL FOUND SOME MEMBRANE EDGE HAVEBROKE"	"AP,EA"	"EA"
"FWD CARGO DOOR CUT OUT BTW FR.25-FR.28 SILL WEB CORROSION"	"STR,WSNC,WSPT"	"EA"
"PLUG D00928 AT PARKING BRAKE SHUTOFF VALVE DIRTY"	"EA"	"EA"
"SAFTGLO AT FWD AISLE CARPET LOOSEN"	"CBN"	"CBN"
"FOUND AFT CARGO DOOR OPEN AND LOCKED LIGHT NOT ILLUMINATE"	"AP,EA"	"AP"
"PACK #1 DUCT CONNECTION LEAK NEARBY ACM #1 AND NUT FOR THE CLAMP MISSING1 EA"	"EA"	"EA"
"FWD CARGO DOOR AFT ACTUATOR SURFACE CORROSION"	"AP"	"AP"
"LESSOR FINDING: KEEL BEAM AREA REQUIRES CLEANING"	"AP"	"EA"
"MAIN LANDING GEAR DOOR BONDING HAS BROKE"	"AP"	"EA"
"LAV E NURSING TABLE HING CORROSION"	"CBN,WSCB"	"CBN"
"LESSOR FINDING: RH MLG DOOR ACTUATING CYLINDER 2767GM FOUND FLEXIBLEHOSE WIREARE BROKEN IN ONE SMALL AREA"	"AP"	"EA"
"ENG #1 O/B SIDE PYLON SUPPORT PANEL FUSE PIN CHAFED"	"STR"	"EA"
"G#5 LIST TRIM DOOR COMPARTMENT FOUND BROKEN"	"CBN"	"CBN"
"CABIN FLOOR FOUND SCRATCH (FR62-64 L2)"	"CBN,WSSR,WSST"	"EA"
"ENG#2 OF 5EA FAN BLADE FOUND NICKED"	"AP,NDT,Repair Eng/APU Miscellaneous Repair"	"AP"
"RH ELEVATOR TIP COVER SCREW HAS SURFACE CORROSION"	"AP"	"AP"
"FOUND LEAK AT LH N/W STEERING ACTUATOR"	"AP,WSWB"	"AP"
"FASTEN SEAT BELT NO SMOKING INFO SIGN LIGHT SIGN LIGHT NEED BULB 50EA (OL387) U/D CABIN AREA"	"CBN"	"EA"
"CREW OXYGEN POS.LOWER HST DUE DATE 2015"	"CBN"	"EA"
"AFT RH ANTI SKID FLOOR WAS VERY DIRTY AND NEED REPAINT"	"CBN,WSPT"	"CBN"
"LH BODY FAIRING BRACKET HAS CRACK"	"STR,WSSR,WSST"	"EA"
"REF HIL SEQ 71 APPEAR ""QAR MAINTENANCE STATUS"""	"EA"	"EA"
"BATTERY #1 TAKEN FOR SERVICE PK-GLJ"	"EA"	"EA"
"FWD CARGO CUTOUT LOWER ON BRACKET AT FR 28 STGR 39RH CORRODED"	"STR"	"STR"
"RH ELEVATOR ACTUATOR FITTING BOLT STOPPER WAS CHAFFING POS.INBOARD"	"AP,WSNC,WSPT,WSSR,WSWB"	"WSSR"
"WALL LAMINATE ON COCKPIT AFT LH DETACHED"	"WSCB"	"WSCB"
"PLAT FOR BUMPER MOVEMENT DOOR OVERHEAD HATCH BEND AND SCREW NOT INSTALL2EA"	"CBN"	"CBN"
"FLOOR MATE ON AFT U/D AREA DIRTY AND BAD CONDITION"	"CBN,STR"	"CBN"
"REFF SB 747-25-3653 THE HORIZONTAL ACTUATOR POST FIRST OFFICER SEAT NEEDTO BE REPLACE"	"CBN"	"CBN"
"UPPER FUSELAGE NEAR ENGINE SOME BOLT PAINT HAS PEEL OFF"	"WSPT"	"WSPT"
"SCREW AT LH AND RH PUMP PANEL CORROSION 16EA"	"EA"	"EA"
"TRIM CEILING CTR STA 1620 NOT PROPERLY INSTALL"	"CBN"	"CBN"
"LH WING SLAT #2 T/E SURFACE HAS CHAFING"	"AP,WSNC,WSPT,WSSR"	"AP"
"RH WING TANK PANEL NEED GASKET FROM RIB1 TO RIB27"	"AP"	"AP"
