"DESCRIPTION","SKILL","SKILL_ACTIVE","TARGET"
"R/H WING FLAP #5 FIXED DRIVE LINK TO MID FLAP ROD END OVERPLAY AT 2 LOCATIONS","AP","AP","0"
"R/H WING TRAILING EDGE RUBBER SEAL TEAR OFF AT WS 600","AP","AP","0"
"LESSOR FINDING: FWD CARGO FLOOR SEAL MOST OF TORN AND MISSING","AP","AP","0"
"FWD CARGO BALL TRF PANEL STA 600 - 660 LH1 PAINT PEEL OFF","AP,WSPT","AP","0"
"LESSOR FINDING: ENG #1 RH FAN COWLING INSIDE DIRTY AND MOST OF PAINT PROTECTIVECOATING DAMAGE","AP","EA","1"
"LESSOR FINDING: ENG #1 RH FAN COWLING HINGE BRACKET ATTACHMENT UPPER AREA FOUNDSIGN OF COROSION","AP","EA","1"
"CEILLING PANEL STA 380-440 LH WAS DENT","CBN,WSCB,WSPT,WSST","CBN","2"
"LEADING EDGE OF VERSTAB HAS DENT 2 LOCAT","AP,STR","AP","0"
"AFT CARGO SIDE FLOOR BROKENP/N: D5367301800000","WSPT,WSSR","EA","1"
"FWD RH ESCAPE SLIDE COVER PEEL OFF ( INS","WSSE,WSSS","WSSE","9"
"RUBBER AROUND THE GLASS AT FWD LH PARTITION TEAR OFF","CBN","CBN","2"
"CAP OF HOLE DOOR POST LAV A NOT COMPLETE 7EA","CBN","CBN","2"
"PANEL SCREW INDICATOR AFT FUEL BOOST PUMP NO 4 BROKEN 2EA","EA","EA","1"
"#2 ENGINE O/B T/R SLEEVE LOWER T/E DELAMINATION(REFDAR#4)","AP,NA","AP","0"
"BIRD STRIKE ON RH HORSTAB L/E STA 151.75 DENT(REFDAR#17)","NA","WSSR","9"
"#2 ENGINE FAN INLET CASE @3CLOCK POSITION HAS GOUGE (REF DAR#46)","NA","EA","1"
"#2 ENG MINOR GOUGE IN ABRADABLE SHROUD AT 6 O'CLOCKPOSITION 6mm WIDE 70mm LON(REF DAR#52)","NA","EA","1"
"5C CABIN FLOOR WAS DENT PN : 144A5810 - 126","CBN,WSSR","CBN","2"
"FWD LAVATORY BABY BASINET LATCH CORROTION","CBN","EA","1"
"AFT SERVICE DOOR CUTOUT ON SILL BEAM CORRODED","STR,WSPT","STR","3"
"PHY-1242 CABIN LAVATORY A - TOILET SEAT - MISSING PLASTIC PAD","CBN,WSCB","CBN","2"
"F.A.K WILL BE EXP SOON QTY:1EA POST: 1LH","CBN","CBN","2"
"MOISTURE SEALANT WINDSHIELD LH AND RH SIDE WAS EROSION","CBN,STR","CBN","2"
"INSIDE & OUTSIDE TISSUE HOLDER OF LAVATORY PAINT DISCOLORATION","CBN,WSCN,WSSS","CBN","2"
"ENG#1 DOWN STREAM TUBE SENSE LINE FOUND BROKEN","AP","AP","0"
"SURVIVAL KIT HAS EXPIRED","CBN","CBN","2"
"O-RING OF SKIN AIR INLET VALVE(15HQ) PN:NSA8205-171 WAS BROKEN","EA","EA","1"
"PAINT DEFECT ON LH LOWER FWD FUSELAGE","WSPT","WSPT","4"
"PAINT PEEL OFF ON LOWER SIDE OF LH SPOILER 4","WSPT","WSPT","4"
"RH WING SLAT PANEL PAINT ""PRES AND TURN","WSPT","WSPT","4"
"SIGN LEAK AT GND CNCTR SELF SEALING Y SUCTION 5132 JM3","AP","AP","0"
"LH AFT ENTRY DOOR CUT OUT PAINT PEEL OFF","WSPT","WSPT","4"
"BACKSHELL TABLE SCRATCH POS 3B, 2AB, 4AB","WSSE","WSSE","9"
"BOTH WING EVACUATION MARKING NEED REPAIN","WSPT","WSPT","4"
"TANK WIRING-MAIN 4 HI-Z SHORT SHIELD TO GROUND MSG 28099","AP,EA,STR","EA","1"
"AVIONIC COMPARTMENT FLOOR QUICK RELEASE MISSING 1EA","AP","AP","0"
"FIXED TABLE OF C/CLASS SEATS DIRTY POST 10E, 8E, 6C","CBN,WSSS","CBN","2"
"AFT CARGO ROLLER TRANSPORT SHAFT ASSY NOT INSTALLED","AP","AP","0"
"FLOOD LIGHT LIGHTPLATE PANEL PAINT PEEL OFF","EA,WSPT","EA","1"
"ACM DOOR LATCH CORROSION 18EA","AP","AP","0"
"COCPIT WINDOW NO 3 LH FOUND SCRATCH","CBN,EA,STR,WSCB","CBN","2"
"LANYARD OF CLOSET F116 CUT OFF","CBN","CBN","2"
"REFER TO IPECO SB 211-25-06 R3, FIRST OFFICER SEAT HORIZONTAL ACTUATORNEED REPLACE","CBN","CBN","2"
"CAPT SEAT BACKREST COVER CUSHION ERODED","CBN","CBN","2"
"BONDING JUMPER CANOE #3 HAS TEAR 1EA","AP","AP","0"
"PYLON #1 CLAMP OF FIREX HAS BROKEN ATTACH TO FRONT SPAR","AP","AP","0"
"AFT CARGO COMPARTMENT RH SIDE PLATE BTW STA 727-767 CORRODED","STR","STR","3"
"LH WING L/E PANEL LWR SURFACE BROKE ILES 847.50","STR,WSPT,WSST","STR","3"
"FWD CARGO BALL MATT BROKEN 5EA","AP","AP","0"
"LOWER FUSELAGE FASTENER LOOSE 2EA AT STA 720 S32L-S36L","STR","STR","3"
"RH WING LANDING LIGHT O/B POS RIVET LOOSE 5EA","AP,EA,STR","STR","3"
"RH WING FRONT SPAR WS 614 LOWER PANEL LIST LIGHT CORROSION","Repair Eng/APU Material Painting,STR","STR","3"
"LH WING INNER TANK RIB 1-7 BONDING JUMPER TEAR OFF 3EA","AP,EA","AP","0"
"FWD CARGO ROLLER TRAY CRACK AT STA 660 #2 FROM LH SIDE","STR","STR","3"
"RH WING SURGE TANK PANELS HAVE PAINT PEEL OFF","WSPT","WSPT","4"
"LH WLG TRUCK POST ACT DRIVE ARM TEFLON CRACK 1EA","AP","AP","0"
"MOISTURE SEAL OF WINDOW NO 3LH AND 3RH COCKPIT ERRODED","STR","STR","3"
"UPPER RUDDER L/H SIDE PAINT PEEL OFF AT STA 207.615","WSPT","AP","0"
"RH WING PANEL 611KB FOUND PAINT AND SEVERAL HOLE SCREWS PANEL ERODED","WSPT,WSST","STR","3"
"LH L/E HORSTAB DENT STA 245.250","NA,STR,WSNC","STR","3"
"SEAL BELLY FAIRING PANEL 192AB TORN","AP,STR","AP","0"
"MDC HEALTH MAINTENANCE DISPLAY PDU 9R RED NOTIFICATION BUT PDU NORMAL FOR OPERATION","EA","EA","1"
"CAPTAIN PITOT PROBE HEATER RESISTANCE","EA","EA","1"
"RH UPPER WING FASTENER FOUND BROKEN 1EA","STR","STR","3"
"REF. AML37 TRIM AIR VALVE (14K) P/N: 70853A010001 ; S/N:70853-00696TAKEN FOR SUPPORT PK-GQH","EA","EA","1"
"REF. AML62 FAC #2 PN: C13206AA06 SN: C13206008755 TAKEN FOR SUPPORT PK-GTD","EA","EA","1"
"DOOR AND ESCAPE SLIDE PLACARD BAD CONDITION","CBN,WSPT","CBN","2"
"LESSOR FINDING - AFT CARGO DOOR EXTERNAL LOWER COVER PANEL: FASTENERS MISSING, SIGHT GLASSES ARE CLOUDY","AP","AP","0"
"PYLON PANEL 452BL SCREW LOOSEN 5 EA","AP","EA","1"
"REF CML SEQ C19 SMART MONITOR POS SEAT 28H TAKEN FOR PK-GMC(S/N:E400963)","CBN","CBN","2"
"REF CML SEQ C10 SMART MONITOR POS SEAT 6C TAKEN FOR STOCK APRON (S/N:E401082)","CBN","CBN","2"
"CAPT PANEL LIGHT SWITCH CAN''T STOP","EA","EA","1"
"MAIN TRACK O/B SIDE SLAT #4 CHAFED","AP,WSST","EA","1"
"[LESSOR FINDING] ENG #2 HYD SHUT OFF VALVE TUBING DAMAGE","AP","AP","0"
"RH WING MAIN TRACK I/B SIDE SLAT #8 CHAFED","AP,Repair Eng/APU Shoot Peening,WSPT,WSST","EA","1"
"RH WING MAIN TRACK I/B SIDE SLAT #5 CHAFED","AP,Repair Eng/APU Shoot Peening,WSPT,WSST","EA","1"
"AML SEQ.12 DURING PROLONG CREW OXYGEN MASK STOWAGE BOX POST. OBSERVER FOUND BROKEN, PN:MXP410-1, S/N: SE37380","CBN","CBN","2"
"AFT CARGO RH UPPER SIDEWALL #3 HAS TEAR","AP,STR","AP","0"
"FINDING LESSOR: LH HORIZONTAL STABILIZER REAR SPAR CAVITY COVER DAMAGED.","AP","EA","1"
"HYD LINE SYS 1 BETWEEN OUTFLOW VALVES TEMP FLEX HOSE INSTALLED","AP,CBN,STR,WSST","AP","0"
"LOWER RUDDER DIAGONAL SEAL LH POSITION BROKEN","AP","EA","1"
"MD CARGO CASTER TRAY WAS BEND AT STA 1700-1740 LH6","AP,WSPT,WSST","AP","0"
"LOWER SIDEWALL BROKEN POST: 1900RH","CBN,WSPT,WSST","CBN","2"
"RH BLG INB WW DOOR HINGE OVERPLAY","AP,WSST,WSWB","AP","0"
"RH BLG STEERING CONTROL MODULE LEAK (FROM UNION)","AP","AP","0"
"FLAPPER UPPER HINGE HIT THE DOOR 1LH","CBN","CBN","2"
"FWD CARGO NET SIDEWALL LINING TEAR OFF AT STA 760-800 RH","AP,WSSW","AP","0"
"FINDING LESSOR: LH WING SLAT #2, #3, #4 AND #5 STOP HOUSING HAVE WORN","AP","EA","1"
"PHY-916 EMPANAGE LH THS - HYDRAULIC LINE BRACKET NUT CORRODED INBOARD OFELEVATORHINGE ARM 1. VARIOUS NUTS","AP,STR","EA","1"
"REFUEL PNL LH WING #2EA BONDING JUMPER BROKEN","AP,EA","EA","1"
"RH WING I/B AILERON UPPER SURFACE SCRATCH 6 PLACES","AP,WSNC,WSPT,WSST","EA","1"
"PHY-934 EMPANAGE LH THS - BROWNISH SIG NS OF CORROSION ON LOTS OF HI LOCKS ON FWD SPAR","STR,WSPT","EA","1"
"LH BLG FIX FAIRING STOPER DOOR WEAR POS FWD SIDE","AP","EA","1"
"RH WING VARIABLE CHAMBER#25 LIP SEAL TEAR","WSST","EA","1"
"UPPER FUSELAGE BETWEEN FR.24 TO FR.25 STGR 2LH-3RH FOUND PAINT PEEL OFF","WSPT","WSPT","4"
"UPPER FUSELAGE BETWEEN FR.80 TO FR.84 STGR 6LH TO 10LH FOUND PAINT PEEL OFF","WSPT","WSPT","4"
"DOOR COATROOM S2C LAMINATE SCRATCH","CBN,WSCB","CBN","2"
"VERSTAB TIP AT L/E PAINT PEEL OFF","WSPT","WSPT","4"
"LH MLG DOOR OVERPLAY","AP,WSST","AP","0"
"REF AML SEQ 14 BATTERY PACK POS MID AFT LH TAKEN FOR PK-GNO","CBN","CBN","2"
"FWD HORSESHOE PANEL FOUND DISCOLORATION","CBN,WSCB,WSCN","CBN","2"
"LAMINATE INTERIOR LAVATORY A PEEL OFF","WSCN","WSCN","9"
"SCREW AND CAP COCKPIT COVER ROD COCKPIT DOOR MISSING 1EA","CBN","CBN","2"
"CO-PILOT SEAT, BACK FAIRING WAS DENT","WSSS","WSSS","5"
"REF FINDING TOC DOOR WASHBASIN LAV A, E, D PEEL OFF","CBN,WSCN,WSSS","AP","0"
"REF FINDING TOC ALL PAX SEAT BELT AND INFANT SEAT BELT DIRTY","CBN,WSLS","CBN","2"
"RH WING SLAT PANEL 622 FB PAINT PEEL OFF","WSPT","WSPT","4"
"THSA LOWER BALLSCREW FOUND CORRODED","AP","AP","0"
"FWD ATTD SEAT OUTBOARD AND INBOARD PAINT FOUND DIRTY","CBN,WSSS","CBN","2"
"MD CARGO CENTER GUIDE AT STA 1750 INOP TAKEN FOR ER-BAJ DUE TO HARD TORELEASE","AP","AP","0"
"FLOOR FITTING MAIN DECK CARGO TRACK TAKEN FOR ER-BAJ PN : 366-53-17-A0060-207","AP","AP","0"
"LH REFUELING CONTROL PANEL ACCESS STENCIL MARK BAD CONDITION","WSPT","AP","0"
"BONDING LEAD AT LH FLAP FAIRING #2 BROKEN 1EA","EA","EA","1"
"MULTIPLE FLUID LEAKS SEE IN THE BELLY AREA BETWEEN THE BLG DOORS","AP","AP","0"
"ANTI SLIP FLOOR DOOR 1R NEED REPAINT","WSPT","WSPT","4"
"ESCAPE SLIDE GAS RESERVOIR AFT LOW PRESSURE POST U/D DOOR LH","CBN","CBN","2"
"ENG #4 FAN CASE STRUT POS 07.30 DELAMINATION","STR","WSST","9"
"FOUND 1EA BULB HAS BURN IN TAIL COMPT","EA","EA","1"
"LH SLAT SEAL BETWEEN #4 AND #5 EROSION","AP","AP","0"
"LANYARD BRAKE TORQUE LIMITTER NO 8 BROKE","AP","AP","0"
"AML SQ 39. LH FAP ASSY TAKEN FOR PK-GQG","CBN","CBN","2"
"REF CML SEQ C50 CAP SCREW DOOR WAY TAKEN FOR SUPPORT PK-GQG","CBN","CBN","2"
"BLEED 3 PRSOV TEMP TOPPING FAIL MSG.36268","EA","EA","1"
"BLEED 1 TEMP SENSOR FAIL MSG.","EA","EA","1"
"REF CML SEQ C59 EPSU POWER SUPPLY TAKEN FOR SUPPORT PK-GLL PN 3214-62 SNOUT 154300","CBN","CBN","2"
"FWD CARGO FLOOR #2 WAS DELAMINATION AND PUNCTURE","AP,WSSR","AP","0"
"FWD CARGO LANYARD TIE DOWN BRACKET HAS BROKE 3 EA","WSPT,WSSR","STR","3"
"AFT CARGO PDU WHEEL BROKE AT RH STA 1760","AP","AP","0"
"BONDING JUMPER AT RH FLAP TRACK FAIRING #2 WAS BROKEN 1 EA","EA","EA","1"
"RH WING LOWER SURFACE BTW RIB 6-7 CUTOUT TANK PANEL 640BB CORRODED","STR,WSNC","AP","0"
"LOWER LATCH OF COCKPIT DOOR FOUND BROKEN AT SPRING SIDE","CBN,WSCN","CBN","2"
"FAP MASSAGE:WASTE QUANTITY DATA RIGHT NOT VALID","CBN","CBN","2"
"SLIDE RAFT POS AFT LH PN D30665-709 SN M14425 TAKEN FOR SUPPORT PK-GQG","CBN","CBN","2"
"PAX SEATBELT TAKEN FOR OTHER AIRCRAFT 68EA","CBN","CBN","2"
"(QC PRELIM) BOTTOM VHF ANTENNA ANTI ERROSION TAPE HAS TEAR","EA,NA","WSPT","4"
"REF AML SEQ.05 FIX ELT REMOVED D/T STORAGE PROCEDURE","EA","EA","1"
"ENGINE#1 INB FAN COWL FWD POSITION FOUND RIVET MISSING 1EA","WSSR",,"9"
"POTENSIO BRIGHT READING LIGHT AT OFAR AFT LH WAS LOOSE","CBN","CBN","2"
"KICK STRIP ON STAIRS OFCR NOT PROPER INSTALL QTY 2 EA","CBN","CBN","2"
"FABRIC LINIER CEILING MAINDECK STA. 770 LH AND RH WAS TORN","CBN,WSSW","CBN","2"
"ARMREST OF 1ST OBS WERE BROKE, POST LH AND RH","CBN","CBN","2"
"PANELS ON COMPARTMENT WERE DAMAGED, POST. 2ND OBS. SIDE","WSCB","CBN","2"
"PUSH BUTTON LEGREST SEAT U/D LH WAS LOOSE","WSSS","CBN","2"
"PANEL 42P AFT CARGO SIDEWALL EX REPAIR NOT FINISH","AP,WSPT,WSST","AP","0"
"OUTSIDE SURFACE LUGGAGE BIN 6E PEEL OFF","WSCB","CBN","2"
"DOOR 5 EMERGENCY LIGHT RH NOT ILL","EA","EA","1"
"APU BLEED PRESSURE NOT SUFFICIENT FOR SYSTEM (22Psi)","EA","EA","1"
"BACKREST COVER Y-CLASS SEAT FOUND DIRTYPOST:35D,34A,42C,35E QTY:4EA.","CBN,WSLS","CBN","2"
"ENGINE#1 AND #2 OIL ACCES PANEL PLACARD BAD CONDITION","AP","AP","0"
"ENG #1 STRUT FWD FAIRING #3 PLATE NUT BR","STR","STR","3"
"FASTENERS(BOLT,NUT WASHER) FOR INSTALLATION WASTE TANK WERE CORROSION4EA","CBN","EA","1"
"STATIC DISCHARGE SHORT TYPE BROKE AT LH","EA","EA","1"
"AFT CARGO NEED NYLON TAPE 2 INCH 10 EA ND 4 INCH 5 EA","AP","EA","1"
"ATTD SEAT SWIVEL, ALL SEAT COVER NOT ORIGINAL","WSSS","WSSS","5"
"P.O.B POST 1RH WILL BE EXP SOON QTY:1EA (PN: 9700G2ABF10A, SN: P15102178)","CBN","EA","1"
"FLAP SUPPORT FIXED FAIRING #7 EROTION","WSPT","WSPT","4"
"MANUAL RELEASE TOOL OF FWD INBOARD ATTD","CBN","EA","1"
"CAPT SEAT BACKREST COVER BAD CONDITON","CBN,WSLS,WSSS","CBN","2"
"3rd OCCUPANT SEAT HARNEST ASSY BAD CONDI","CBN,WSSS","CBN","2"
"4th OCCUPANT SEAT BOTTOM COVER BAD CONDITION","CBN","CBN","2"
"LESSOR FINDING - RECOMMEND PRE INPUT COMPLETE ENGINE BORESCOPES TO KNOWAHEAD IF ANY ENGINE ISSUES","AP","AP","0"
"LESSOR FINDING - ENG #1 RH TR SEALANT DAMAGE & DETERIORATED AT LOWERINSULATIONBLANKET SURROUNDING AREA TO TR STRUCTURE ATTACHIING AREA","NA","AP","0"
"LESSOR FINDING - CAPT & FO SIDE STEERING WHEEL PAINT PEELED OFF","AP,WSPT","WSPT","4"
"LH HORSTAB ELEVATOR ACTUATOR FITTING HAS DIRTY","AP","STR","3"
"LESSOR FINDING - COCKPIT : PANEL ON CENTER PEDESTAL BELOW SYS PAGEPANEL FOUNDCRACK","EA,WSCN","EA","1"
"LESSOR FINDING - RH PYLON PANEL 485BR FOUND TEFLON SEAL & PLATE DAMAGE","AP,STR","AP","0"
"LESSOR FINDING - ENG #2 LH TR EVIDENCE OF HEAT MARKS NOTED AT UPPER AFT (TOP) AREA POSITION, TO BE FURTHER EVALUATED/ASSESSED","NA","AP","0"
"LESSOR FINDING - ENG #2 RH TR MULTIPLE AREAS NOTED WITH EXISTING PATCH REPAIR, APPROVED REPAIR DATA NEED REQUIRED","NA","AP","0"
"LESSOR FINDING - ENG #2 RH TR HEAT PLATE NOTED WITH GOUGE, SHOULD BE RECTIFIED","NA","AP","0"
"LH WING WEATHER SEAL TORN AT SLAT#5 TIP","AP","AP","0"
"LESSOR FINDING - GROUND HYD CONNECTION YELLOW SYS SEAL BROKEN","AP","AP","0"
"FWD CARGO TERMINAL CABLE OF PDU RELEASE LEVER HAS BROKEN AT STA 920 LH","AP,WSST","AP","0"
"ALL SAFETY WALK PAX DOOR THIN","CBN","CBN","2"
"G5: PLEASE CONFIRM DECAL AS PER PICTURE IS STANDARD. PLEASE REMOVE IF NOT STANDARD","NA","EA","1"
"LOWER RUDDER CONTROL PACKAGE MODULE LEAK","AP","AP","0"
"ENG#1 INLET COWL INNER SURFACE CORROSION","WSSR","EA","1"
"FINDING LESSOR: CABIN ENTRY DOORS SCUFF PLATE NOTED WITH CORRODED SCREWSAND WASHER","CBN","EA","1"
"LH ACM BAY FWD SEAL TEAR OFF","AP","EA","1"
"STUD CEILING 43KH,45AC,57AC NOT INSTALLED","CBN","EA","1"
"EXT FUSELAGE SKIN BTW FR.24-FR.29 STGR 37R-41R MULTIPLE NICKS","STR,WSNC,WSPT","WSNC","7"
"AFT CARGO CEILING PANEL NEED NYLON TAPE 10 ROL","AP","EA","1"
"LH WING L.E LOWER COMPOSITE PANEL WAS CRACK AT FRONT OF REFUELING PANEL","STR,WSPT,WSST","STR","3"
"COUPLING HOUSE WASTE SEPARATOR DAMAGE ( PN: BOE2143-0009 )","CBN","CBN","2"
"COALESTER BAG #2 BLANKET TORN","EA","EA","1"
"FRONT SCUFF PLATE MED #1 L/H FOUND CRACK","CBN,WSNC,WSPT,WSST","EA","1"
"EXT F/L SKIN STA 727J - 767 STR 26R - 27L MULTIPLE GOUGED","STR,WSNC,WSPT","EA","1"
"MDC SIDE CARGO DOOR LINING TORN","AP,NA,WSPT,WSST","EA","1"
"ENG #3 T/R I/B SIDE PAD/STOPPER CRACK","NA,STR,WSST","EA","1"
"WASHER LAPBELT OF AFT RH ATTD SEAT MISSING QTY 1EA","WSSS","EA","1"
"EXTERNAL FUSELAGE SKIN STA 767-787 STR 22R-23R NICK","STR,WSNC,WSPT","EA","1"
"LH WING MOVEABLE FLAP FAIRING #4 BONDING CABLE BROKEN 2EA AT ROD","EA","EA","1"
"PAX WINDOW OUTERPANE SCRATCH 12EA","CBN","EA","1"
"ENG #3 TCC DUCT CONNECTION TUBE BOLT FOUND LOOSE POST 09:00 OCLOCK","AP,NA","EA","1"
"BACK COVER CAPTAIN SEAT CRACK","CBN,WSSS","EA","1"
"PEN HOLDER RH SLIDING WINDOW BROKEN","CBN","EA","1"
"AFT CARGO LH SIDEWALL #1 FOUND BROKEN","AP,STR","EA","1"
"LESSOR FINDING AFTER TEST FLIGHT:SOME FSB LIGHT SIGN STILL DIM POST DEF : 2, 12,15, 16, 19, 22, 23, 24, 25, 26, 27, 31, 32, 33 ABC : 2, 10,12,14,18,19,20,21,26","CBN","EA","1"
"RH WING MOVABLE CANOE #7 FIX DRIVE LINK OVERPLAY","AP","EA","1"
"RH WING TANK PANEL 641FB NEED REPLACEMENT O-RING","AP","AP","0"
"SEAT BELT TSO LABEL UNREADABLE 152 EA","NA,WSSE","WSSE","9"
"RH CENTER BOOSTER PUMP TAKEN FOR PK-GMQ","AP,EA","AP","0"
"ALL SCUFFPLATE DOOR FOUND MULTIPLE DENT","CBN,WSSR","CBN","2"
"AFT CARGO BALLMAT PNL 152VF SCREW MISSING 1EA","AP,WSST","AP","0"
"MLG MAIN GEAR UNLOCK SETTING PRESSURE LINE CLAMP BROKEN (AT LH WHEEL WELL)","AP","AP","0"
"LH WING TANK PANEL 541PB NEED REPLACEMENT O-RING","AP","AP","0"
"FOUND SIGN CORRSION AT NUT UPPER AND LOWER ROD END, NUT AT ELECTRICAL PLUG & NUTELECTRICAL PORT IN AFT AREA THS COMPARTMENT","AP","AP","0"
"PLACARD PARTITION LH RH BROKEN","WSPT","WSPT","4"
"INFANT LIFE VEST PN.216200-0 TAKEN FOR SERVICE PK-AZF 7EA","CBN","CBN","2"
"RH WING FIX FAIRING NO 3 HAS PAINT PEEL OFF","WSPT",,"9"
"REF HIL CML SEQ C70 RAIL CURTAIN AND CURTAIN WAS REMOVED AND NO INFORMATION POSTFWD ENTRY GALLEY","CBN","CBN","2"
"REF CML SEQ C79 METAL PLATE STRIP JOINT NTF-CARPET POST AFT TAKEN FOR SUPPORT PK-GQG PN D2527630129400","CBN","CBN","2"
"SOME OF LITERATURE POCKET LOOSE","WSSE","CBN","2"
"RH BLG WW DOOR ACT LEAK","AP","AP","0"
"FOOT REST POST 7H CANT OPERATE","WSSE","CBN","2"
"HOOK OF RAIL CURTAIN POS. UPPERDECK NOT INSTALL (3EA)","CBN","CBN","2"
"POTABLE WATER TANK AIR INLET FILTER HOUSING WAS CORROTION","CBN","CBN","2"
"ALMOST ALL PAX SEAT MAGAZINE FOUND LOOSE NEED CABLE TIES (PN:BACS38K7) Qty : 100EA","CBN","CBN","2"
"WINDOW SHADE FOUND BROKEN POST 8A,22A,23A,45A,41K,37K,35K,32K,29K,25K,8K,8H (NEED REPLACE) QTY : 12 EA","CBN","CBN","2"
"AFT SEAT LOCKTRACK FOUND CORROSION POS 25A, 35A, 40AC, 26A, 31AC, 39DF,27A, 37A, 40D, 36C, 26DF, 18D, 15DF, 32D, 38D, 30F, 36D","WSSE","WSSE","9"
"SPEAKER AT FWD RH DOOR SCREW INCOMPLETE QTY : 4 EA","CBN","CBN","2"
"AFT CARGO ROLLER AT TRACK BROKEN 1EA","AP","AP","0"
"MAIN DECK CARGO ROLLER ASSY NOT PROPER INSTALL","AP","AP","0"
"SIDEWALL PANEL STA 440-540 RH TEMPORARY REPAIR","CBN,WSPT,WSST","CBN","2"
"SIDEWALL PANEL STA 1720-1780 LH POST UPPER PAINT PEEL OFF","CBN,WSPT","CBN","2"
"REF PFR ATA 212300 GALY LAV DUCT CLOGGED CLASS 2 SOURCE VC","CBN,EA","EA","1"
"THE LINING TAPE OF MD CARGO DOOR TORN","AP","AP","0"
"M/D CEILING PANEL STA 380-440 LH HOLE SCREW BROKEN DUE TO OVERTORQUE","CBN,WSPT,WSST","CBN","2"
"ENG #1 CLAMP OIL SCAVANGE TUBE POS 6 OCLOCK FOUND CRACK","AP,Repair Eng/APU Laboratorium,Repair Eng/APU Welding","AP","0"
"LH BLG WW DOOR SEQ VLV ROD OVERPLAY","AP,WSST","AP","0"
"LH MLG WW LIGHT NOT ILLUMINATE 2EA","EA","EA","1"
"RH MLG DOOR HAS PAINT PEEL OFF","WSPT","WSPT","4"
"RH WLG STRUT OUTB DOOR ROD OVERPLAY","AP","AP","0"
"LH WLG WW DOOR BONDING JUMPER DAMAGED 5EA","AP,EA","AP","0"
"LH WLG INB STRUT DOOR BONDING JUMPER DAMAGED 2EA","EA","EA","1"
"LOWER FUSELAGE AT FR 39 FOUND BELLY FAIRING SUPPORT STRUCTURE FOUNDPLATE NUT CORROSION ( STRG 51 RH - 54 LH )","STR","STR","3"
"BLUE HYD COMP CONTROL PARKING BRAKE 4GZ FOUND LEAK AND CORRODED","AP","AP","0"
"RH NLG DOOR FWD BONDING CABLE FOUND BROKEN","AP","AP","0"
"RH WING I/B L/E SURFACE HAVE SCRATCHES","STR,WSNC","STR","3"
"CUSTOMER REQUEST SPOILER SURFACE NEED ADJUST","AP","AP","0"
"R/H WING FIX FAIRING FLAP TRACK #5 EROSION","AP,WSPT,WSST","AP","0"
"AFT CARGO BALL TRANS PANEL NEED REPAINT AT STA 1820-1850 LH1","AP,WSPT","AP","0"
"LH WING LOWER SURFACE I/B FLAP FOUND MULTIPLE DENT","WSNC,WSPT,WSST","WSPT","4"
"CONNECTOR 5123VC A AT THS COMPARTMENT WAS OXIDATION","EA,NA","AP","0"
"LH WING O/B AILERON ACCESS PANEL 591 CB SCREW STUCK 1 EA","AP,STR","AP","0"
"LH WING FLAP TRACK #1 SEVERAL BOLT MIGRATION","AP","AP","0"
"DOOR DAMPER SIGHT GLASS FWD RH DOOR VERY BLURRY","CBN,WSCB,WSCN","CBN","2"
"LH WING PANEL 191DT SEAL NOT INSTALLED","AP","AP","0"
"VALVE RECIRCULATION PK-GPT TAKEN FOR PK-GPX","EA","EA","1"
"AFT CARGO BALLMAT PANEL CORROSION (PN:F2557120002800)","AP,WSPT,WSST","AP","0"
"BELLY FAIRING PANEL STUD AND WASHER BAD CONDITION AND CORROSION 200EA APPROXIMATELY","AP","AP","0"
"EMERGENCY EXIT LIGHT LENS POS GALLEY 7 BROKEN QTY:2EA","CBN","CBN","2"
"LOWER FUSELAGE BELLY FAIRING PANEL FOUND PLATE NUT BROKEN 25 EA","STR","AP","0"
"ALL ARM DISARM HANDLE PAX DOOR PEEL OFF","WSPT","WSPT","4"
"FWD LH DOOR LINING CONDITION DIRTY","CBN,WSCN,WSSS","CBN","2"
"SIDEWALL LIST GAP POST EMERGENCY DOOR N/A","CBN","CBN","2"
"REF AML SEQ.26 BACKSHELL EDP RH ENG TAKEN FOR SUPPORT PK-GIJ (PN : BACC10KB12)","AP,EA","AP","0"
"RH WING O/B FLAP UPPER SURFACE FOUND ALLUMINIUM PLATE NOT INSTALL","NA,WSST","STR","3"
"STUD CEILING AFT ENTRANCE MISSING 2EA","CBN","CBN","2"
"FAUCET LAV D N/A","CBN","CBN","2"
"ENG#4 BONDING JUMPER BROKEN 1EA AT HI STAGE BL. CONTRACTOR POST 01.00 OCLOCK","AP,EA","AP","0"
"NUMEROUS SCREW OF M/D SIDE WALL TRIM WAS BROKEN (200EA)","CBN","CBN","2"
"LH WING FAIRING TRACK #1 POS I/B SIDE HAS PUNCTURE","WSPT,WSST","WSPT","4"
"MAIN WHEEL NO#4 DEEP CUT","AP","AP","0"
"LH WING VARIABLE CHAMBER #1E TO 5 BONDING CABLE BROKE 14 EA","AP,EA","AP","0"
"SPRING ROLLER CAPTAIN AND FO SEAT NOT INSTALL","CBN","CBN","2"
"LH WING INB SIDE TRACK #3 AFT SIDE MOUNT BOLT BROKE 1EA","AP","AP","0"
"PYLON NO 2 LH T/E STRUT DOOR EXTERNAL DOUBLER CHAFED","AP,WSPT,WSST","STR","3"
